ID,Age,Ethnicity,Education,Income,Gender,Gender_4_TEXT,Party,Sup_MP1_1,Jus_MP1_1,Like_MP1_1,Sup_MP2_1,Jus_MP2_1,Like_MP2_1,Sup_MP3_1,Jus_MP3_1,Like_MP3_1,Sup_MP4_1,Jus_MP4_1,Like_MP4_1,Sup_MP5_1,Jus_MP5_1,Like_MP5_1,Sup_OG1_1,Jus_OG1_1,Like_OG1_1,Sup_OG2_1,Jus_OG2_1,Like_OG2_1,Sup_OG3_1,Jus_OG3_1,Like_OG3_1,Sup_OG4_1,Jus_OG4_1,Like_OG4_1,Sup_OG5_1,Jus_OG5_1,Like_OG5_1,Sup_IP1_1,Jus_IP1_1,Like_IP1_1,Sup_IP2_1,Jus_IP2_1,Like_IP2_1,Sup_IP3_1,Jus_IP3_1,Like_IP3_1,Sup_IP4_1,Jus_IP4_1,Like_IP4_1,Sup_IP5_1,Jus_IP5_1,Like_IP5_1,Comp,Comment,Condition,Comprehend
R_2tsttYWVGe9dHpK,55+,Non-Hispanic White,College Degree,$50K - $100K,Male,,Republican,93,82,91,30,20,30,92,90,100,100,71,73,100,10,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_tWL4nJgF4CBtBM5,55+,Non-Hispanic White,Some College (No Degree),$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,100,100,100,52,52,49,83,82,83,86,85,84,100,100,100,,,,,,,,,,,,,,,,Democratic Party,no,Actual-P Condition,Pass
R_qEe9TSLh3eiyP05,18-34,Non-Hispanic White,College Degree,$50K - $100K,Male,,Republican,90,62,78,10,15,36,36,56,60,54,28,56,92,71,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,na,Meta-P Condition,Pass
R_Pzn1tQwbl0vzYZj,35-54,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,48,11,1,100,100,100,29,31,26,Democratic Party,,Ingroup-P Condition,Pass
R_2zRZL0TqHZqkGMx,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,99,100,100,100,100,100,88,91,86,60,61,58,87,86,88,,,,,,,,,,,,,,,,Democratic Party,none,Actual-P Condition,Pass
R_3pl0lYBv0xjLAFR,55+,Non-Hispanic White,Some College (No Degree),$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,70,62,62,100,100,100,82,81,100,100,100,100,Democratic Party,,Ingroup-P Condition,Pass
R_1q1AP6rsbjdIU6Y,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,83,7,3,100,99,98,100,100,100,100,100,100,56,1,1,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_1NCfb3CJOmMmeHS,18-34,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,77,88,11,19,8,10,18,6,79,85,85,72,79,77,Democratic Party,Thanks ,Ingroup-P Condition,Pass
R_2cd8g25CDpB313J,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,57,84,78,92,92,85,72,73,72,20,1,22,98,80,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,No I do not,Meta-P Condition,Pass
R_3KvGo80o21Yqt1b,55+,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,70,95,72,50,75,51,32,32,50,25,1,72,62,79,Democratic Party,,Ingroup-P Condition,Pass
R_1r7eFmwKkqkasj1,55+,Non-Hispanic White,Some College (No Degree),$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,1,1,1,1,1,1,4,1,2,1,2,1,1,1,1,,,,,,,,,,,,,,,,Democratic Party,fun,Actual-P Condition,Pass
R_1hTnjCZVKUsw7cN,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,84,81,100,100,100,62,95,80,85,79,85,100,82,89,Democratic Party,,Ingroup-P Condition,Pass
R_1JEmu63JUheSV39,35-54,Non-Hispanic White,Some College (No Degree),$100K - $200K,Male,,Republican,81,76,82,100,99,97,99,95,94,100,100,100,38,20,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,Nothing,Meta-P Condition,Pass
R_DxcSMtTawIBydPj,35-54,Non-Hispanic White,Some College (No Degree),$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,1,1,1,1,1,1,100,100,100,1,1,1,1,1,1,,,,,,,,,,,,,,,,Democratic Party,It was weird that you could only slide to neither. Thought it was a mistake at first until I got to another question phrased with the same choices.,Actual-P Condition,Pass
R_6zlYC0WkmP9rwRP,18-34,Non-Hispanic White,Graduate Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,90,100,36,50,29,63,64,67,81,99,85,87,100,100,Democratic Party,No it was great,Ingroup-P Condition,Pass
R_qFxsMVWrL46aoSt,35-54,Non-Hispanic White,Graduate Degree,$100K - $200K,Male,,Republican,38,82,84,100,95,30,85,81,89,35,75,88,91,84,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,I like Republican party ,Meta-P Condition,Pass
R_1gtMsHdSKWtgA6e,18-34,Non-Hispanic White,Graduate Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,85,91,95,86,91,79,88,91,91,73,77,75,91,88,90,,,,,,,,,,,,,,,,Democratic Party,None ,Actual-P Condition,Pass
R_2Pb67Yx53Ac85mY,55+,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,71,71,71,100,100,100,81,80,82,91,91,91,Democratic Party,None at this time.,Ingroup-P Condition,Pass
R_1CvX0eLfb6kxYfD,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,92,71,92,10,1,1,71,92,72,61,50,61,10,50,1,,,,,,,,,,,,,,,,Democratic Party,No comments.,Actual-P Condition,Pass
R_2PyYGzxTsRysHAu,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Democratic Party,This was a good length survey.,Ingroup-P Condition,Pass
R_w6LebUyiojD8oG5,55+,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,100,100,100,54,50,59,100,100,75,100,100,100,100,100,100,,,,,,,,,,,,,,,,Democratic Party,none,Actual-P Condition,Pass
R_1MMyvTVTUgMO5OU,55+,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,100,100,98,99,97,99,77,78,78,77,76,79,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,No,Meta-P Condition,Pass
R_VX942y81LruzYIx,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,100,100,100,82,82,82,92,92,100,92,92,92,10,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,"Unfortunately, our elected officials take a stance based on what is good for their party at the time, not what is good for the voters or what will happen if the tables are turned.  It's really a sad that we have devolved to this.",Meta-P Condition,Pass
R_9B5nO1d0iXXk6gV,55+,Non-Hispanic White,Graduate Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,100,100,100,10,9,9,71,71,71,73,71,71,61,31,60,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_1i3dwswkogyDdwx,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,91,91,85,84,1,81,72,70,1,71,51,92,1,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,VERY GOOD,Meta-P Condition,Pass
R_1BV3LCBxkCsIoHr,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Democratic Party,,Ingroup-P Condition,Pass
R_3MaRxvlqVUw9gLW,18-34,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,97,94,98,96,97,96,100,95,95,97,95,97,93,100,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,very good thanks,Meta-P Condition,Pass
R_2tor1dNaVdhQFz9,55+,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,100,100,100,1,1,1,1,1,1,71,31,73,81,92,82,,,,,,,,,,,,,,,,Democratic Party,No - very straightforward survey.,Actual-P Condition,Pass
R_1dAZnRTMI74wEgt,35-54,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,59,78,68,58,59,82,82,80,41,58,62,65,62,72,Democratic Party,,Ingroup-P Condition,Pass
R_2ToAEt6clI44hZY,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,14,9,16,100,100,100,68,66,63,72,73,71,Democratic Party,,Ingroup-P Condition,Pass
R_1f3CMUHI6hdewsL,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,92,100,92,92,83,93,93,100,93,60,40,41,94,82,92,,,,,,,,,,,,,,,,Democratic Party,interesting,Actual-P Condition,Pass
R_WxNYbtgtjevFJex,18-34,Non-Hispanic White,Some College (No Degree),$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,64,71,64,36,29,41,90,76,79,49,51,50,42,59,28,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_2rOwUdb29kLDZK2,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,99,100,100,100,100,100,100,92,91,93,1,1,1,Democratic Party,interesting,Ingroup-P Condition,Pass
R_4SmHMVdlp17cfD3,55+,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,100,100,100,18,31,1,50,50,50,1,1,1,20,22,21,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_3pclIfV5twg7gbn,18-34,Non-Hispanic White,Some College (No Degree),$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,81,65,22,17,29,81,73,77,21,27,30,73,56,63,Democratic Party,N/a,Ingroup-P Condition,Pass
R_1KuJQpxLSMTGAMg,35-54,Non-Hispanic White,Graduate Degree,$100K - $200K,Male,,Republican,92,93,94,60,28,37,63,46,73,50,61,59,91,83,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,"Good, relevant stuff . Thank you ",Meta-P Condition,Pass
R_2CdkCoEfv5KD9ic,55+,Non-Hispanic White,Some College (No Degree),$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,74,68,27,99,75,27,80,84,41,70,72,50,50,50,Democratic Party,,Ingroup-P Condition,Pass
R_RVlGcZOcCjs9H8J,35-54,Non-Hispanic White,Graduate Degree,$100K - $200K,Male,,Republican,100,100,100,1,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,good servey ,Meta-P Condition,Pass
R_2e87I6FLQOkyc0Y,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,65,71,63,1,1,1,61,30,80,10,29,10,10,2,20,,,,,,,,,,,,,,,,Democratic Party,no,Actual-P Condition,Pass
R_26gUkEldy9vAJzv,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,4,1,4,100,100,100,99,92,93,3,1,4,50,4,13,,,,,,,,,,,,,,,,Democratic Party,No,Actual-P Condition,Pass
R_6zBYo2jrFHE1Obn,35-54,Non-Hispanic White,Graduate Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,86,94,90,78,89,90,91,88,91,87,80,95,89,79,Democratic Party,,Ingroup-P Condition,Pass
R_2DRzRsvqoh0m8fb,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,100,99,100,100,100,100,100,74,78,100,100,98,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,no comments,Meta-P Condition,Pass
R_10MBSAkvp4rG1Qb,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,99,100,100,100,100,100,100,100,100,100,100,100,100,99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,good,Meta-P Condition,Pass
R_2xRvsrgdatwPH90,35-54,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Male,,Republican,100,100,100,100,100,100,100,100,100,100,100,100,1,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_3htk9tn0dUU9NSo,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,82,78,88,81,29,63,84,40,75,37,34,63,69,99,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_XHVsmrnddjrlXNL,55+,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,91,100,10,100,100,100,,,,,,,,,,,,,,,,Democratic Party,Dems will try anything to sway things in their favor......,Actual-P Condition,Pass
R_31EomV4PO7kGyUf,35-54,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,96,95,94,92,91,100,100,98,96,93,90,92,85,85,Democratic Party,Nothing ,Ingroup-P Condition,Pass
R_3I3u7wsH4cJ82hC,18-34,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Male,,Republican,62,50,63,50,10,50,70,82,72,43,1,1,50,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,like it,Meta-P Condition,Pass
R_UDu3mNjQvYEo957,35-54,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,61,1,98,97,100,17,6,10,100,96,99,44,52,26,Democratic Party,No not at all,Ingroup-P Condition,Pass
R_yBFsSDlii66nOhj,35-54,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,100,100,100,2,4,12,72,75,67,3,5,3,62,59,56,,,,,,,,,,,,,,,,Democratic Party,why did the like/dislike scale run from neutral to very unacceptable instead of acceptable to unacceptable with neutral in the center?,Actual-P Condition,Pass
R_OeVXoub9AI2bYUp,35-54,Non-Hispanic White,Some College (No Degree),$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,82,80,36,41,31,72,67,67,82,77,77,65,70,75,Democratic Party,None,Ingroup-P Condition,Pass
R_3k6wcPxrVFLCCk4,35-54,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Male,,Republican,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_2Vqd5OZ1JiGQv7C,35-54,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,72,61,46,60,60,61,63,66,62,68,68,63,65,63,65,,,,,,,,,,,,,,,,Democratic Party,very great,Actual-P Condition,Pass
R_1guzcstSXKuyVVw,35-54,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,82,82,81,92,91,92,82,80,79,67,65,66,87,84,86,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_24DbHG1KjdpisbC,35-54,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,Democratic Party,none,Actual-P Condition,Pass
R_2YFY1ncEKcTyA5O,18-34,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,1,14,13,100,100,100,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_9T7O8spWA1p8Zdn,55+,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,60,40,41,39,60,62,40,40,41,39,62,41,29,41,Democratic Party,,Ingroup-P Condition,Pass
R_2WOwtwjAEV0NIfG,35-54,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Male,,Republican,95,90,98,42,41,54,83,84,20,12,31,20,100,60,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_26l2H5BQdaiVUdQ,35-54,Non-Hispanic White,Some College (No Degree),$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,1,1,1,12,83,10,1,1,1,10,83,1,31,27,50,,,,,,,,,,,,,,,,Democratic Party,None,Actual-P Condition,Pass
R_1gCuLTmdxFomiq1,35-54,Non-Hispanic White,Graduate Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,38,45,47,1,4,1,74,76,77,1,1,1,25,12,18,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_1DCG9EsVJnnkLob,35-54,Non-Hispanic White,Graduate Degree,$100K - $200K,Male,,Republican,40,53,22,98,81,38,100,96,100,22,72,35,31,36,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,is excellent,Meta-P Condition,Pass
R_1jjDWJVFGr7933c,55+,Non-Hispanic White,Graduate Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,91,93,100,100,100,100,100,100,100,100,100,1,1,1,Democratic Party,,Ingroup-P Condition,Pass
R_V2U9UqaVVOBcLxT,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,95,92,95,100,100,95,77,77,77,88,85,88,76,67,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,Go Republican party! ,Meta-P Condition,Pass
R_Y63ByNBf6OKa3RL,55+,Non-Hispanic White,Some College (No Degree),$100K - $200K,Male,,Republican,98,98,98,96,96,96,3,5,98,100,100,100,91,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,no,Meta-P Condition,Pass
R_2pQMM4fwfLAFHhW,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,100,100,100,99,100,100,81,81,81,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,im a political junkie so these are always fun and engaging to me,Meta-P Condition,Pass
R_pz3wh3QW8c6r5y9,55+,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,100,100,100,58,55,1,100,100,1,100,100,100,46,100,1,,,,,,,,,,,,,,,,Democratic Party,None,Actual-P Condition,Pass
R_1Qcj11Fi323fINu,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,61,74,81,65,83,70,38,73,58,3,52,56,9,7,Democratic Party,,Ingroup-P Condition,Pass
R_3qD7eqqY7uTrVHv,18-34,Non-Hispanic White,Some College (No Degree),$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,86,82,83,1,1,1,65,66,65,2,2,1,3,18,19,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_1j6yOFltzDvW295,55+,Non-Hispanic White,Some College (No Degree),$100K - $200K,Male,,Republican,69,79,76,37,40,35,42,46,38,22,22,22,66,89,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_3lrWFHVrlRDS6qs,35-54,Non-Hispanic White,Some College (No Degree),$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,81,92,30,31,41,83,82,100,21,19,20,22,21,11,Democratic Party,,Ingroup-P Condition,Pass
R_TdWyuNYq5dVS8QF,35-54,Non-Hispanic White,Some College (No Degree),$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,84,85,86,74,75,57,1,1,13,10,80,33,67,64,66,,,,,,,,,,,,,,,,Democratic Party,Go Trump ,Actual-P Condition,Pass
R_5cnUepIS6xC8H4Z,55+,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,100,100,100,100,100,100,1,100,100,100,100,100,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_eOEvcUjrwggNxg5,18-34,Hispanic,College Degree,$50K - $100K,Male,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,100,89,1,1,1,73,76,80,1,1,1,1,1,1,Republican Party,,Ingroup-P Condition,Pass
R_2t3B0xSHOwQ4jGY,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,28,32,28,20,1,28,3,4,24,1,27,19,37,69,33,,,,,,,,,,,,,,,,Democratic Party,As a country we need to get rid of party labels and figure out how to get something done that benefits society as a whole. ,Actual-P Condition,Pass
R_ywrY8lcnNEO1s4x,18-34,Hispanic,College Degree,$50K - $100K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,100,80,30,4,1,50,4,1,1,1,1,1,1,3,Republican Party,,Ingroup-P Condition,Pass
R_2Xb1rCBAyHt6rgi,55+,Hispanic,Some College (No Degree),$50K - $100K,Female,,Democrat,,,,,,,,,,,,,,,,99,100,100,61,11,68,56,12,3,4,4,9,39,5,8,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_2zqNFrOG22nbCJD,18-34,Hispanic,College Degree,$50K - $100K,Female,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,97,89,73,Democratic Party,,Ingroup-P Condition,Pass
R_2fGJ8q01dMLzNes,35-54,Hispanic,College Degree,$50K - $100K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,79,87,70,81,81,90,93,83,69,66,72,79,85,81,Republican Party,None,Ingroup-P Condition,Pass
R_3fOkezqcJB6ZQt7,35-54,Prefer not to say,Some College (No Degree),$50K - $100K,Female,,Democrat,100,90,96,97,100,96,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,no thank you,Meta-P Condition,Pass
R_0xEgX0JWSrqGAP7,18-34,Non-Hispanic White,Some College (No Degree),$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,74,68,73,21,37,26,90,27,90,100,81,34,97,68,97,,,,,,,,,,,,,,,,Democratic Party,None,Actual-P Condition,Pass
R_1NEviSPYHfzTGat,55+,Non-Hispanic White,College Degree,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,80,1,1,1,1,1,1,1,1,100,100,1,1,1,Democratic Party,No ,Ingroup-P Condition,Pass
R_1eLg87JkUazrBwS,18-34,Non-Hispanic White,Some College (No Degree),Prefer not to say,Male,,Republican,50,55,58,34,21,20,100,64,100,100,69,93,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_Q9TdLtOvrZI5X9f,35-54,Non-Hispanic Black,College Degree,$50K - $100K,Male,,Democrat,,,,,,,,,,,,,,,,100,100,100,1,1,1,100,100,100,1,1,1,100,100,100,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_3HBnUIPxdGSPcU5,18-34,Non-Hispanic White,HS Diploma/GED or Less,Prefer not to say,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,50,75,57,79,100,86,69,67,68,54,56,50,Democratic Party,N/A,Ingroup-P Condition,Pass
R_2PdTiLE0CMd9ov2,55+,Asian,College Degree,$50K - $100K,Female,,Democrat,,,,,,,,,,,,,,,,31,29,26,30,33,72,79,64,77,64,41,63,71,41,61,,,,,,,,,,,,,,,,Republican Party,None,Actual-P Condition,Pass
R_3j0gkvj1M36H8qD,18-34,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Republican,50,50,49,50,50,50,50,50,50,50,1,49,50,50,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_1dKYspWLKCWxlYE,55+,Non-Hispanic White,College Degree,Prefer not to say,Male,,Republican,,,,,,,,,,,,,,,,92,100,100,34,17,1,93,100,86,30,26,1,72,74,75,,,,,,,,,,,,,,,,Democratic Party,Kind of a phony survey.  No way to give a fair answer.  Not enough information.  ,Actual-P Condition,Pass
R_1DMCkWeb4SpCf0t,55+,Non-Hispanic Black,College Degree,$50K - $100K,Female,,Democrat,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_3oY4aha2quuhq2h,18-34,"American Ind./Alaskan Native, or Other",HS Diploma/GED or Less,$50K - $100K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,61,59,80,50,50,50,63,50,50,51,50,43,67,33,Republican Party,,Ingroup-P Condition,Pass
R_2e569jPfH3nya6W,55+,Non-Hispanic Black,College Degree,$50K - $100K,Female,,Democrat,,,,,,,,,,,,,,,,91,85,96,80,78,19,92,85,95,10,22,30,93,92,94,,,,,,,,,,,,,,,,Republican Party,"No matter who is in power, the process should be fair and consistent to all.  ",Actual-P Condition,Pass
R_O7EBSfGqoo9297b,35-54,Non-Hispanic Black,College Degree,$50K - $100K,Male,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,80,35,63,87,99,99,17,31,19,100,100,100,Republican Party,I didn't know these were proposals so this was very interesting,Ingroup-P Condition,Pass
R_1jHbeWiJiJ90Y7x,35-54,Non-Hispanic Black,College Degree,$50K - $100K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,86,94,25,19,5,82,86,100,36,21,29,76,90,83,Republican Party,,Ingroup-P Condition,Pass
R_2q49AtfqANhyk3b,18-34,Non-Hispanic Black,College Degree,$50K - $100K,Female,,Democrat,86,85,100,100,93,100,100,100,100,96,89,94,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_XKVqV2MLAsU1BCx,35-54,Non-Hispanic White,College Degree,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,73,72,72,69,66,68,72,69,70,67,64,70,30,23,27,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_3iQpJURrBNss2mx,55+,Non-Hispanic White,College Degree,$50K - $100K,Female,,Republican,100,100,100,100,100,100,100,100,100,100,82,83,100,61,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,interesting,Meta-P Condition,Pass
